ticker,intervalo,tipo_padrao,data_inicio,data_fim,duracao_em_velas,intervalo_em_minutos,data_cabeca,preco_cabeca,idx_inicio,idx_fim
BCH-USD,1d,OCO,2021-07-31 00:00:00,2021-08-21 00:00:00,21,1440,2021-08-15 00:00:00,696.15,1359,1380
BCH-USD,1d,OCOI,2021-07-02 00:00:00,2021-08-02 00:00:00,31,1440,2021-07-20 00:00:00,407.63,1330,1361
BCH-USD,1d,OCO,2020-03-25 00:00:00,2020-04-18 00:00:00,24,1440,2020-04-09 00:00:00,261.86,866,890
BCH-USD,1d,OCOI,2019-01-21 00:00:00,2019-02-15 00:00:00,25,1440,2019-01-29 00:00:00,111.79,437,462
BCH-USD,1h,OCO,2025-06-17 20:00:00,2025-06-18 21:00:00,25,60,2025-06-18 05:00:00,476.84,17327,17352
BCH-USD,1h,OCOI,2025-06-02 04:00:00,2025-06-04 00:00:00,44,60,2025-06-02 19:00:00,398.81,16951,16995
BCH-USD,1h,OCOI,2025-05-09 10:00:00,2025-05-10 12:00:00,26,60,2025-05-09 16:00:00,406.25,16381,16407
BCH-USD,1h,OCOI,2025-05-05 02:00:00,2025-05-06 13:00:00,35,60,2025-05-05 15:00:00,351.47,16277,16312
BCH-USD,1h,OCO,2025-01-27 15:00:00,2025-01-29 07:00:00,40,60,2025-01-28 05:00:00,428.95,13938,13978
BCH-USD,1h,OCO,2025-01-16 17:00:00,2025-01-19 02:00:00,57,60,2025-01-17 20:00:00,497.53,13676,13733
BCH-USD,1h,OCO,2024-12-22 18:00:00,2024-12-23 10:00:00,16,60,2024-12-23 04:00:00,453.71,13078,13094
BCH-USD,1h,OCOI,2024-12-03 10:00:00,2024-12-04 03:00:00,17,60,2024-12-03 15:00:00,529.92,12614,12631
BCH-USD,1h,OCO,2024-11-26 17:00:00,2024-11-29 03:00:00,58,60,2024-11-27 23:00:00,519.53,12453,12511
BCH-USD,1h,OCOI,2024-11-26 00:00:00,2024-11-26 19:00:00,19,60,2024-11-26 13:00:00,482.31,12436,12455
BCH-USD,1h,OCO,2024-11-24 23:00:00,2024-11-26 02:00:00,27,60,2024-11-25 11:00:00,524.22,12411,12438
BCH-USD,1h,OCO,2024-11-07 02:00:00,2024-11-08 23:00:00,45,60,2024-11-07 21:00:00,384.50,11982,12027
BCH-USD,1h,OCOI,2024-10-15 12:00:00,2024-10-16 08:00:00,20,60,2024-10-15 21:00:00,351.64,11440,11460
BCH-USD,1h,OCO,2024-10-07 02:00:00,2024-10-08 16:00:00,38,60,2024-10-07 17:00:00,331.19,11238,11276
BCH-USD,1h,OCOI,2024-09-05 20:00:00,2024-09-07 22:00:00,50,60,2024-09-06 21:00:00,292.58,10488,10538
BCH-USD,1h,OCO,2024-08-12 15:00:00,2024-08-13 17:00:00,26,60,2024-08-13 01:00:00,359.77,9907,9933
BCH-USD,1h,OCO,2024-08-05 16:00:00,2024-08-06 16:00:00,24,60,2024-08-06 01:00:00,324.50,9740,9764
BCH-USD,1h,OCO,2024-04-25 18:00:00,2024-04-27 04:00:00,34,60,2024-04-26 19:00:00,490.27,7294,7328
BCH-USD,1h,OCOI,2024-04-18 17:00:00,2024-04-19 15:00:00,22,60,2024-04-19 02:00:00,456.86,7125,7147
BCH-USD,1h,OCOI,2024-03-15 05:00:00,2024-03-15 21:00:00,16,60,2024-03-15 09:00:00,402.63,6297,6313
BCH-USD,1h,OCO,2024-03-04 06:00:00,2024-03-05 13:00:00,31,60,2024-03-04 23:00:00,468.68,6034,6065
BCH-USD,1h,OCOI,2024-02-27 08:00:00,2024-02-28 22:00:00,38,60,2024-02-28 03:00:00,291.82,5892,5930
BCH-USD,1h,OCOI,2024-01-13 17:00:00,2024-01-15 15:00:00,46,60,2024-01-15 00:00:00,248.03,4821,4867
BCH-USD,1h,OCOI,2023-07-01 05:00:00,2023-07-02 18:00:00,37,60,2023-07-02 04:00:00,271.77,106,143
BCH-USD,1wk,OCO,2021-03-15 00:00:00,2021-05-31 00:00:00,11,10080,2021-05-10 00:00:00,1298.63,174,185
BCH-USD,4h,OCO,2025-04-23 00:00:00,2025-04-28 08:00:00,32,240,2025-04-25 12:00:00,377.60,3997,4029
BCH-USD,4h,OCOI,2025-04-03 16:00:00,2025-04-09 00:00:00,32,240,2025-04-07 08:00:00,255.95,3881,3913
BCH-USD,4h,OCO,2024-12-27 12:00:00,2024-12-30 08:00:00,17,240,2024-12-29 04:00:00,450.95,3298,3315
BCH-USD,4h,OCO,2024-12-23 00:00:00,2024-12-27 12:00:00,27,240,2024-12-24 16:00:00,472.41,3271,3298
BCH-USD,4h,OCOI,2024-12-13 12:00:00,2024-12-16 12:00:00,18,240,2024-12-14 16:00:00,527.86,3214,3232
BCH-USD,4h,OCOI,2024-12-01 04:00:00,2024-12-03 16:00:00,15,240,2024-12-02 08:00:00,512.66,3140,3155
BCH-USD,4h,OCOI,2024-10-20 04:00:00,2024-10-26 16:00:00,39,240,2024-10-23 16:00:00,346.85,2888,2927
BCH-USD,4h,OCOI,2024-09-30 20:00:00,2024-10-10 00:00:00,55,240,2024-10-03 08:00:00,315.41,2772,2827
BCH-USD,4h,OCO,2024-08-20 04:00:00,2024-08-29 12:00:00,56,240,2024-08-24 20:00:00,365.37,2522,2578
BCH-USD,4h,OCOI,2024-08-09 12:00:00,2024-08-15 20:00:00,38,240,2024-08-12 00:00:00,332.12,2458,2496
BCH-USD,4h,OCO,2024-07-14 04:00:00,2024-07-16 16:00:00,15,240,2024-07-16 00:00:00,399.80,2300,2315
BCH-USD,4h,OCOI,2024-06-30 00:00:00,2024-07-08 00:00:00,48,240,2024-07-05 04:00:00,301.16,2215,2263
BCH-USD,4h,OCOI,2024-04-29 08:00:00,2024-05-05 04:00:00,35,240,2024-05-01 12:00:00,405.23,1845,1880
BCH-USD,4h,OCOI,2024-04-16 16:00:00,2024-04-19 04:00:00,15,240,2024-04-17 12:00:00,459.28,1769,1784
BCH-USD,4h,OCOI,2024-04-02 08:00:00,2024-04-04 16:00:00,14,240,2024-04-03 16:00:00,581.98,1683,1697
BCH-USD,4h,OCOI,2024-01-29 08:00:00,2024-02-07 04:00:00,53,240,2024-02-01 04:00:00,233.17,1299,1352
BCH-USD,4h,OCO,2023-12-29 16:00:00,2024-01-02 04:00:00,21,240,2023-12-30 08:00:00,281.67,1115,1136
BNB-USD,1d,OCO,2024-12-29 00:00:00,2025-01-11 00:00:00,13,1440,2025-01-06 00:00:00,719.33,2606,2619
BNB-USD,1d,OCOI,2024-04-03 00:00:00,2024-05-02 00:00:00,29,1440,2024-04-17 00:00:00,536.12,2336,2365
BNB-USD,1d,OCOI,2023-09-25 00:00:00,2023-10-26 00:00:00,31,1440,2023-10-13 00:00:00,205.63,2145,2176
BNB-USD,1d,OCOI,2023-06-15 00:00:00,2023-07-07 00:00:00,22,1440,2023-06-29 00:00:00,231.94,2043,2065
BNB-USD,1d,OCOI,2022-03-07 00:00:00,2022-03-21 00:00:00,14,1440,2022-03-13 00:00:00,367.29,1578,1592
BNB-USD,1h,OCOI,2025-05-18 20:00:00,2025-05-20 13:00:00,41,60,2025-05-19 06:00:00,636.57,16607,16648
BNB-USD,1h,OCO,2025-03-17 10:00:00,2025-03-18 19:00:00,33,60,2025-03-18 09:00:00,640.72,15109,15142
BNB-USD,1h,OCO,2025-02-08 20:00:00,2025-02-10 00:00:00,28,60,2025-02-09 08:00:00,642.44,14231,14259
BNB-USD,1h,OCO,2024-12-06 17:00:00,2024-12-08 23:00:00,54,60,2024-12-07 19:00:00,759.31,12693,12747
BNB-USD,1h,OCOI,2024-11-03 15:00:00,2024-11-05 20:00:00,53,60,2024-11-04 21:00:00,547.22,11899,11952
BNB-USD,1h,OCO,2024-08-28 10:00:00,2024-08-30 13:00:00,51,60,2024-08-29 13:00:00,544.52,10286,10337
BNB-USD,1h,OCOI,2024-06-17 10:00:00,2024-06-19 15:00:00,53,60,2024-06-18 19:00:00,579.13,8558,8611
BNB-USD,1h,OCO,2024-03-15 18:00:00,2024-03-17 03:00:00,33,60,2024-03-16 00:00:00,626.37,6310,6343
BNB-USD,4h,OCO,2025-05-18 12:00:00,2025-05-24 16:00:00,37,240,2025-05-23 00:00:00,687.26,4150,4187
BNB-USD,4h,OCO,2025-02-27 04:00:00,2025-03-06 08:00:00,43,240,2025-03-02 20:00:00,623.91,3668,3711
BNB-USD,4h,OCO,2024-12-05 08:00:00,2024-12-10 08:00:00,30,240,2024-12-07 16:00:00,758.80,3165,3195
BNB-USD,4h,OCOI,2024-11-24 16:00:00,2024-12-01 04:00:00,39,240,2024-11-26 20:00:00,611.64,3101,3140
BNB-USD,4h,OCO,2024-09-23 20:00:00,2024-10-01 08:00:00,45,240,2024-09-28 00:00:00,610.18,2730,2775
BNB-USD,4h,OCO,2024-09-08 08:00:00,2024-09-17 16:00:00,56,240,2024-09-15 16:00:00,559.21,2637,2693
BNB-USD,4h,OCOI,2024-05-11 00:00:00,2024-05-16 16:00:00,34,240,2024-05-14 20:00:00,567.60,1915,1949
BNB-USD,4h,OCOI,2024-03-19 08:00:00,2024-03-20 12:00:00,7,240,2024-03-20 00:00:00,510.13,1599,1606
BTC-USD,1d,OCO,2024-05-27 00:00:00,2024-06-17 00:00:00,21,1440,2024-06-06 00:00:00,70919.99,2526,2547
BTC-USD,1d,OCOI,2024-03-19 00:00:00,2024-03-30 00:00:00,11,1440,2024-03-23 00:00:00,63920.48,2457,2468
BTC-USD,1d,OCO,2023-11-20 00:00:00,2023-12-14 00:00:00,24,1440,2023-12-09 00:00:00,43946.29,2337,2361
BTC-USD,1d,OCOI,2023-05-25 00:00:00,2023-07-07 00:00:00,43,1440,2023-06-15 00:00:00,25350.54,2158,2201
BTC-USD,1d,OCOI,2023-02-10 00:00:00,2023-03-28 00:00:00,46,1440,2023-03-10 00:00:00,20275.13,2054,2100
BTC-USD,1d,OCOI,2021-10-23 00:00:00,2021-11-01 00:00:00,9,1440,2021-10-27 00:00:00,59423.09,1579,1588
BTC-USD,1d,OCOI,2021-08-12 00:00:00,2021-08-26 00:00:00,14,1440,2021-08-18 00:00:00,44748.27,1507,1521
BTC-USD,1d,OCO,2020-01-18 00:00:00,2020-03-06 00:00:00,48,1440,2020-02-13 00:00:00,10270.22,935,983
BTC-USD,1d,OCO,2018-02-20 00:00:00,2018-03-21 00:00:00,29,1440,2018-03-05 00:00:00,11542.95,238,267
BTC-USD,1h,OCOI,2025-05-18 20:00:00,2025-05-20 14:00:00,42,60,2025-05-19 06:00:00,102645.18,16607,16649
BTC-USD,1h,OCOI,2025-03-29 17:00:00,2025-03-31 23:00:00,54,60,2025-03-31 04:00:00,81661.31,15404,15458
BTC-USD,1h,OCO,2025-03-05 12:00:00,2025-03-06 23:00:00,35,60,2025-03-06 05:00:00,92544.41,14823,14858
BTC-USD,1h,OCO,2025-01-10 11:00:00,2025-01-12 17:00:00,54,60,2025-01-10 18:00:00,95342.02,13526,13580
BTC-USD,1h,OCOI,2025-01-09 14:00:00,2025-01-10 16:00:00,26,60,2025-01-09 20:00:00,92092.33,13505,13531
BTC-USD,1h,OCOI,2024-12-23 01:00:00,2024-12-24 20:00:00,43,60,2024-12-23 19:00:00,92791.62,13085,13128
BTC-USD,1h,OCOI,2024-12-02 11:00:00,2024-12-04 17:00:00,54,60,2024-12-03 13:00:00,94299.11,12591,12645
BTC-USD,1h,OCO,2024-11-10 18:00:00,2024-11-12 20:00:00,50,60,2024-11-12 07:00:00,89372.35,12070,12120
BTC-USD,1h,OCOI,2024-04-16 15:00:00,2024-04-19 02:00:00,59,60,2024-04-17 16:00:00,60319.82,7075,7134
BTC-USD,1h,OCOI,2024-03-21 19:00:00,2024-03-24 04:00:00,57,60,2024-03-22 14:00:00,62789.24,6455,6512
BTC-USD,1h,OCO,2024-03-15 19:00:00,2024-03-17 04:00:00,33,60,2024-03-16 00:00:00,69625.42,6311,6344
BTC-USD,1wk,OCOI,2018-08-13 00:00:00,2019-06-03 00:00:00,42,10080,2018-12-10 00:00:00,3433.54,58,100
BTC-USD,4h,OCO,2025-02-27 08:00:00,2025-03-06 04:00:00,41,240,2025-03-02 20:00:00,93811.82,3669,3710
BTC-USD,4h,OCO,2025-01-19 16:00:00,2025-01-21 20:00:00,13,240,2025-01-20 08:00:00,107560.61,3437,3450
BTC-USD,4h,OCOI,2025-01-09 20:00:00,2025-01-16 12:00:00,40,240,2025-01-13 12:00:00,91569.87,3378,3418
